% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=845758, Thu Mar  2 08:27:27 2023, <python>{}</python>
1 9 3.9870947908115464 0 0 3.894191753328911 3.9890886485335715 3.8696263437735254 3.9609467951993262 4.036324686968402 4.103070630782536
2 18 3.785982943772206 0 0 3.8056331593144592 3.7251832009403354 3.564281229736199 3.6547677523154687 3.7317005481105556 3.9566522374269897
3 27 4.091719649719825 0 0 4.180098994351293 3.6501764407231643 4.165648766953285 4.085283881416 4.160571078098509 4.2248248157510115
4 36 4.016608712925511 0 0 4.146911252919086 3.70071690319651 3.9439606224472143 3.954200389670414 3.991483013242943 3.9860804424194773
5 45 4.00059274166099 0 0 4.0315778030254235 3.7029010513154885 3.9524164479081074 3.9530685142178577 3.9735829678665873 3.829678838936253
6 54 4.2063374468218475 0 0 4.152913179207874 3.7965296046487134 3.8679171810304256 4.326520149145636 4.842312248640576 3.8536811109925084
7 63 4.514245202572791 0 0 4.583495751040951 3.928676234846707 4.051333731294246 4.500212680654674 5.5066753821479795 4.403803612128289
8 72 4.424913014377448 0 0 4.494240173862703 3.908150778704892 3.6985328222304985 4.3850801174099505 5.516116618751491 4.270555542102636
9 81 4.538312209714556 0 0 4.698069253081708 3.913942215999446 3.846764049700422 4.888613728208149 5.5724555182981295 4.264060100418528
10 90 4.100120467412493 0 0 3.958108870126198 3.515388013867081 3.3607780765148463 4.386180630513239 4.89828958329754 3.8568853978249966
11 99 4.305173333946314 0 0 4.185065059694334 3.594192767982712 3.449498614643014 4.900197273886029 4.8865281844100625 4.009077822808001
12 108 4.390857946427652 0 0 4.141532297419946 3.6890994911655244 3.358900686959634 4.892674860090459 4.892348782321498 4.217149370953737
13 117 4.466655759105124 0 0 4.058283898818063 3.6524371677654854 3.0331141393303245 5.127267804120595 5.156273869957066 4.2899809227211
14 126 4.477379495778949 0 0 4.166780977793061 3.661837248458801 3.0135971346677812 5.046340099085594 4.958525321641423 4.436353157637457
15 135 4.783209665650361 0 0 4.444635321740074 4.0257293959309655 3.1246713794666636 5.735863076128173 5.243379534533462 4.583117724470924
16 144 5.0178497858320625 0 0 4.580430950978451 4.419794030326787 3.1400061754724837 6.02534530258112 5.271366100300691 4.784838191035973
17 153 4.572416527673425 0 0 4.00935113415218 4.135419904935716 2.7956252473961882 5.2348373068262655 4.62129448243737 4.35190551011752
18 162 4.015462016443328 0 0 3.598137434277961 3.7685075074932137 2.4745784498546217 4.533941677838289 3.9710523177779136 3.6311276385649536
19 171 3.5905741284511024 0 0 3.313233509559303 3.2817979690763472 2.0422551093871415 3.980846506602343 3.4590119552012517 3.1376324983788244
20 180 3.236380801713161 0 0 2.8501548068924185 2.9397897477789456 1.6946764391249607 3.4891843711970236 3.21396520550744 2.684946392963931
21 189 2.953111226957513 0 0 2.5561672735249195 2.798573701934015 1.515389311461277 3.128851512503319 2.9025731752113098 2.4091186117118206
22 198 2.8270950320848036 0 0 2.5860568387036595 2.6120472160497425 1.426059624564805 2.993857087503803 2.787059849369082 2.2354219240250677
23 207 2.6981156006659 0 0 2.6227782071912435 2.402238373939505 1.3104193755611229 2.892038833256981 2.625608782197851 2.164084073045953
24 216 2.9800695185568866 0 0 2.833501826654868 2.6684861311835175 1.5135220506763778 3.534756835644913 2.7901224915115104 2.525627198384963
